OSM_ID;type;lat;lon;addr:postcode;addr:street;addr:housenumber;amenity;name;opening_hours;cuisine
307742573;node;47.4143333;8.5403532;8050;Max-Bill-Platz;15;restaurant;Fusio;"Mo-We 11:00-14:00,17:00-22:00; Th 11:00-14:00,17:00-23:00; Fr 11:00-14:00,17:00-24:00; Sa 10:00-24:00; Su 10:00-22:00";"pizza;italian"
307747470;node;47.3999623;8.5154056;8037;Waidbadstrasse;45;restaurant;Die Waid;08:00-23:30;
308057023;node;47.3861183;8.5230197;;;;fast_food;Kiosk Josefwiese;"Apr-May PH,Mo-Su 10:00-22:00; Jun-Aug PH,Mo-Su 09:00-22:00";
309922700;node;47.3772976;8.5269997;;Hohlstrasse;32;restaurant;Sonne;;
310133201;node;47.4198706;8.5480159;8052;Schaffhauserstrasse;469;restaurant;Rebstock;Mo-Su 08:30-23:30;
310134148;node;47.4140306;8.5452509;8050;Binzmühlestrasse;43;fast_food;New Point;Su-Th 07:00-02:00, Fr,Sa 00:00-24:00;kebab
310134149;node;47.4202502;8.5484299;8052;Schaffhauserstrasse;475;restaurant;Dông Quê;"Mo-Fr 11:00-14:00, 17:00-22:00; Sa 17:00-23:00; Su 11:00-23:00";vietnamese
310134153;node;47.42083;8.5495746;;;;pub;Machiavelli;;
310134162;node;47.4215396;8.5493818;;;;restaurant;Landhus;"Mo-Sa 07:00-24:00; Su 08:00-23:00";
310134171;node;47.4194842;8.5469086;8052;Bahnhaldenstrasse;2a;restaurant;Family Grill;Tu-Su 11:00-22:00;bosnian
310135320;node;47.4107063;8.5448251;8050;Nansenstrasse;9;restaurant;Mamma Mia;Mo-Su 11:00-14:30,17:30-23:30;italian
310139071;node;47.4100617;8.5464781;8050;Schaffhauserstrasse;354;restaurant;Metzgerhalle;;regional
310139076;node;47.4098258;8.5464212;8050;Schaffhauserstrasse;352;restaurant;Rolli's Steakhouse;Mo-Sa 09:00-23:30;steak_house
310139088;node;47.4109387;8.5469906;8050;Dörflistrasse;117;restaurant;Bellucci;Mo-Fr 11:00-13:30,17:00-23:30, Sa 16:00-23:30;italian
310788549;node;47.3756685;8.5243755;8004;Kanzleistrasse;78;restaurant;Kobal;Mo-Su 11:00-14:30, 17:30-23:30;indian
310788830;node;47.3756046;8.5245573;;;;pub;Sportbar;;
311180403;node;47.3788109;8.4955083;;Albisriederstrasse;245;restaurant;Cube;Mo-Fr 07:00-14:00;
311180610;node;47.377552;8.4983437;8047;Albisriederstrasse;181;restaurant;Nikos;"Tu-Fr 11:00-14:00, Mo-Fr 17:00-24:00, Sa,Su 17:00-24:00; Mo off";greek
311607525;node;47.3765292;8.5259639;8004;Stauffacherstrasse;96;restaurant;Hooters;"Su-Th 11:00-24:00; Fr-Sa 11:00-01:30";burger
311607628;node;47.3775516;8.5262968;8004;Hohlstrasse;44;restaurant;Tenz Momo;"Mo-Th 11:30-14:00,17:30-23:00; Fr 11:30-14:00,17:30-24:00; Sa 16:00-24:00; Su off";
311859446;node;47.4148171;8.5408969;8050;Otto-Schütz-Weg;5;restaurant;Jaime El Barco;"Mo-Fr 09:00-24:00; Sa 11:00-24:00";
311859451;node;47.4143135;8.5408549;8050;Max-Bill-Platz;19;restaurant;Kitchen & Bar by Courtyard;"Mo-Fr 06:30-23:30; Sa-Su 07:00-23:30";
311859457;node;47.4092055;8.5462331;8050;Schaffhauserstrasse;345;restaurant;Santa Lucia;"Mo-Sa 11:30-23:30; Su 11:30-23:00";pizza
311859458;node;47.4099302;8.5457062;8050;Querstrasse;3;restaurant;Cheyenne;Mo-Su 09:00-24:00;american
311960281;node;47.3792831;8.4948742;;;;restaurant;Il Salento;"Mo-Fr 10:00-14:00,17:00-23:00; Sa 11:00-14:00,17:00-23:00";pizza
312130321;node;47.3761736;8.522301;;Kanzleistrasse;103;restaurant;La Baracca;"Tu-Fr 11:30-14:00, 18:00-00:00; Sa, Su 18:00-00:00";italian
312137617;node;47.3739825;8.5222246;8004;Köchlistrasse;35;restaurant;Chichería Cantina;"Mo-Fr 11:30-23:00; Sa 14:00-23:30; Su closed";peruvian
312530452;node;47.375039;8.5281814;;Rotwandstrasse;38;restaurant;Fribourger Stübli;;
312580271;node;47.3825398;8.5296036;8005;Langstrasse;197;restaurant;LILY'S;"Mo-Sa 11:00-24:00; Su 12:00-22:30";asian
312592661;node;47.3819351;8.535493;8005;Limmatstrasse;46;fast_food;New Point;"Mo-Fr 08:00-23:00; Sa 09:00-06:00";"kebab;turkish"
313026928;node;47.3758295;8.5164278;8004;Sihlfeldstrasse;81;restaurant;FiveSpice;"Mo-Fr 11:00-14:30,17:30-23:00; Sa-Su 17:30-23:00";thai
313115222;node;47.401987;8.4960446;;;;fast_food;Kebab-Haus Höngg;"Mo-Th 10:00-23:00; Fr 10:00-23:30; Sa 11:00-23:30; Su 11:00-23:00";kebab
313199597;node;47.3648644;8.5323649;8002;Gotthardstrasse;62;restaurant;Nooch Asian Kitchen;Mo-Fr 10:00-16:00;"asian;sushi"
313212365;node;47.3748589;8.5244037;8004;Langstrasse;11;restaurant;Suan Long;"Mo-Sa 11:00-02:15; Su 11:00-00:45";"chinese;thai"
313212546;node;47.374422;8.5239732;8004;Badenerstrasse;120;restaurant;Yuma;"Mo-Fr 08:00-24:00; Sa 10:00-02:00, Su 10:00-17:00";
313218499;node;47.3724091;8.5232069;8004;Elisabethenstrasse;3;restaurant;Elisaburg;;regional
313367191;node;47.3738833;8.5264947;8004;Badenerstrasse;78;restaurant;Le Cedre;"Mo-Fr 11:30-14:30,18:00-24:00;Sa 18:00-24:00;PH closed";lebanese
313367755;node;47.3779936;8.4926226;8047;Freilagerstrasse;1;restaurant;Sarajevska Ćevabdžinica;;"balkan;pizza;croatian;serbian;bosnian"
315861625;node;47.3761196;8.5163348;8004;Sihlfeldstrasse;85;restaurant;Derby;"Sa-Su 14:00-24:00; Mo,We-Fr 11:30-24:00";pizza
315861905;node;47.376432;8.5162699;8004;Sihlfeldstrasse;89;restaurant;Rosi;"Mo-Fr 11:30-14:00, 18:00-24:00; Sa-Su 18:00-24:00";
315862440;node;47.3778609;8.5211491;8004;Stauffacherstrasse;163;restaurant;EquiTable;Tu-Sa 18:30-24:00;
315863116;node;47.37483;8.5177907;;;;pub;Highlander Bar;;
315863759;node;47.375093;8.5178314;;;;restaurant;L'Artista;;
315864627;node;47.3749001;8.5186032;;;;pub;Bar Stadio;Tu-Su 10:00+;
316824627;node;47.3748997;8.5518595;;;;fast_food;Bella Imbiss;Mo-Su 09:00-20:00;kebab
316830565;node;47.3745008;8.5168115;8003;Sihlfeldstrasse;45;restaurant;Santo Ristorante;"Mo-Fr 11:30-14:00, 18:30-23:30; Sa 18:30-23:30";italian
316831490;node;47.3747165;8.516747;;Sihlfeldstrasse;49;pub;Raygrodski;Mo-Sa 18:00-01:00;
316831596;node;47.3752506;8.5165887;8003;Sihlfeldstrasse;63;restaurant;Miki Ramen;"Mo-Fr 11:45-14:30, 18:00-23:00; Sa 12:00-23:00; Su 18:00-23:00";"japanese;ramen"
316839692;node;47.3730187;8.5289781;8004;Stauffacherstrasse;27;restaurant;Masala;"Mo-Fr 11:30-14:00, 18:00-22:30; Sa 18:00-22:30";indian
317005817;node;47.420226;8.5085756;8046;Jonas-Furrer-Strasse;21;restaurant;Migros Restaurant;"Mo-Sa 08:00-18:00; PH off";international
317005851;node;47.4200404;8.5085041;;;;fast_food;New Point;;kebab
317023457;node;47.3698304;8.5336387;8001;Selnaustrasse;2;pub;2. Akt;"Mo 09:00-15:00; Tu-We 09:00-22:00; Th 09:00-23:00; Fr 09:00-02:00; Sa 20:00-02:00";
317024417;node;47.3702232;8.531828;8001;Sihlamtsstrasse;5;restaurant;Antica Roma;"Mo-Fr 11:30-14:30,18:00-23:30; Sa 18:00-23:30; Su off";italian
317216403;node;47.4138889;8.4774567;8049;Rütihofstrasse;40;cafe;CaBaRe;"Mo off; Tu-Th 06:30-20:00; Fr 06:30-22:00; Sa 08:00-22:00; Su 08:00-12:00";
317436707;node;47.374375;8.5177655;8003;Weststrasse;180;restaurant;Da Pepino;Mo-Su 17:00-02:00;pizza
317768331;node;47.3760445;8.5447563;;;;pub;Bonnie Prince Pub;;
317768650;node;47.3765801;8.5441952;8001;Limmatquai;144;cafe;Starbucks;"Mo-Fr 06:30-21:00; Sa,Su 07:00-21:00";coffee_shop
317768690;node;47.3755965;8.5441089;8001;Niederdorfstrasse;66;pub;Gräbli-Bar;Mo-Th 05:00-04:00, Fr-Mo 05:00-18:00+;
317769155;node;47.3745243;8.5439506;8001;Niederdorfstrasse;40;fast_food;Dieci Take-Away;"Nov-Mar Mo-Sa 11:30-22:00; Apr-Oct Su-Th 11:00-23:00; Apr-Oct Fr-Sa 11:00-24:00";italian
317769175;node;47.3759081;8.5441559;8001;Niederdorfstrasse;76;restaurant;Rheinfelder Bierhalle;;
317773504;node;47.3738276;8.5437708;;Niederdorfstrasse;24;pub;Kontiki;"Mo-Th,Su 17:00-24:00; Fr,Sa 17:00-02:00";
317774611;node;47.3697813;8.5445846;8001;Kirchgasse;14;restaurant;Karl der Grosse;"Mo 08:00-14:00; Tu-Fr 08:00-23:00; Sa 11:00-23:00";bistro
317816283;node;47.3993584;8.4893633;8049;Werdinsel;1a;restaurant;Restaurant Werdinsel;"Mo-Su 09:00-20:00 open ""nur bei schönem Wetter""";
318132779;node;47.3762277;8.5146317;;;;pub;Play Bar;;
318314808;node;47.3770714;8.5327288;;;;restaurant;Camino;Tu-Fr 11:30-14:00, Tu-Sa 18:30-23:30;italian
319291882;node;47.3807554;8.5040594;8003;Badenerstrasse;457;restaurant;Ooki Pavillon;"Mo-Fr 11:30-14:00,17:30-24:00; Sa 17:30-24:00; Su 17:30-22:00";japanese
320117205;node;47.3732239;8.531698;8004;Stauffacherquai;1;restaurant;Helvetia;;
320526598;node;47.3707522;8.5238148;8003;Birmensdorferstrasse;83;pub;Mc Gee's Irish Pub & Restaurant;"Mo-Th 11:00-14:00, 17:00-24:00; Fr 11:00-02:00, Sa 12:00-02:00, Su 12:00-24:00";
321000070;node;47.3867368;8.5340332;8037;Wasserwerkstrasse;89a;restaurant;Stazione Paradiso;"We-Fr 11:30-00:00; Sa, Su 11:30-00:00";
321346480;node;47.4082813;8.5078663;;;;cafe;Bistro;Mo-Fr 08:00-20:00;
321346682;node;47.4079092;8.5096499;;;;restaurant;SV Food Market Mensa;;
321346779;node;47.4103225;8.508553;8093;Wolfgang-Pauli-Strasse;27;fast_food;Rice Up!;Mo-Fr 10:30-14:30;asian
321364221;node;47.3759249;8.5466398;8092;Leonhardstrasse;34;cafe;bQm Kulturcafé & Bar;"Mo-Th 11:45-23:00; Fr 11:45-22:00; Sa,Su,PH off";
321364237;node;47.3763026;8.5465369;;;;restaurant;SV Mensa Polyterrasse;Mo-Fr 11:15-13:30,17:30-19:30;
321364282;node;47.3773953;8.5478673;;Tannenstrasse;;cafe;Tannenbar;Mo-Fr 07:00-17:00;
321364310;node;47.3772558;8.5470004;;;;restaurant;Clausiusbar;Mo-Fr 11:00-14:00;asian
321364380;node;47.378314;8.548805;8092;Universitätstrasse;6;restaurant;food&lab;Mo-Fr 08:00-16:00;fusion
322838857;node;47.3886944;8.5227559;8005;Heinrichstrasse;237;cafe;Basilica;Su-Th 17:00-01:00, Fr 17:00-04:00, Sa 18:00-04:00;
327453057;node;47.3745749;8.5320124;;Zeughausstrasse;1;restaurant;Bernerhof;Mo-Fr 11:30-14:00, Tu-Sa 18:00-23:00;
327453260;node;47.3763729;8.5292946;8004;Zeughausstrasse;61;restaurant;Ristorante Italia;"Mo-Fr 11:30-14:00, 18:00-24:00; Sa-Su 18:00-23:00";italian
329094569;node;47.3962653;8.5402882;8057;Schaffhauserstrasse;121;restaurant;Gonzalez;Mo-Fr 11:00-14:30,17:30-24:00, Sa 18:00-24:00;spanish
331179800;node;47.3720795;8.5426076;;Limmatquai;61;cafe;Rathaus-Café;"Mo-We 07:30-22:00; Th,Fr 07:30-23:00; Sa 10:30-23:00; Su 10:30-19:00";
331182590;node;47.3757513;8.5441431;8001;Niederdorfstrasse;70;restaurant;Johanniter;Mo-Su 10:00-24:00;
331183362;node;47.3758264;8.543866;8001;Limmatquai;132;restaurant;Bierhalle Wolf;"Mo-Th,Su 11:00-23:15; Fr-Sa 11:00-02:00";
331183852;node;47.3714506;8.540148;;;;restaurant;Tao's;;
331183961;node;47.3706516;8.5402164;;;;restaurant;Kropf;Mo-Sa 11:30-23:00;
331184721;node;47.3706846;8.5406432;8001;In Gassen;6;restaurant;Bindella;"Mo-Sa 11:30-23:30; Su 17:30-22:30";italian
334300587;node;47.3773665;8.526169;;Hohlstrasse;43;restaurant;Aargauerhof;"Mo,We-Th,Sa 11:00-23:00; Tu,Fr 10:00-23:00; Su 16:00-22:00";regional
343068234;node;47.3730817;8.5355865;8001;Uraniastrasse;35;cafe;Caffé Handelshof;"Mo-Fr 07:00-21:00, Sa 08:00-19:00; PH off";
343347150;node;47.3721828;8.5439082;8001;Marktgasse;20;restaurant;Zunfthaus zur Schmiden;;
343347643;node;47.3721619;8.5432079;8001;Metzgergasse;3;pub;Cranberry;;
343347885;node;47.372316;8.5429593;;Limmatquai;66;cafe;Gran Café Motta;;
343364120;node;47.3724275;8.5455328;;Neumarkt;2;restaurant;Kantorei;"Mo-Fr 09:00-23:00; Sa 11:30-23:00; Su 11:30-22:00";italian
343391110;node;47.3731698;8.5448295;;Froschaugasse;26;restaurant;Isebähnli;;regional
344660927;node;47.3875486;8.5197706;;Hardstrasse;240;fast_food;New Point;"Su-Th 09:00-04:00, Fr-Sa 00:00-24:00; PH 00:00-24:00";kebab
344660930;node;47.3874455;8.5196693;;Hardstrasse;238;fast_food;Escher Wyss Döner;Mo-Th 07:00-04:30, Fr 07:00-24:00, Sa 00:00-24:00, Su 00:00-04:30, 07:00-03:00;kebab
345525376;node;47.3748641;8.5149777;8003;Bertastrasse;16;restaurant;Bei Babette;;"french;organic;regional"
345525759;node;47.3753716;8.5164116;;;;fast_food;Ararat;;"pizza;turkish"
345525907;node;47.3723327;8.5104366;8003;Bertastrasse;76;restaurant;Schiwago;"closed ""renovation""";swiss
345525954;node;47.3704984;8.5099138;;;;restaurant;Treffpunkt;;asian
345590339;node;47.3730587;8.5324944;8001;Sihlstrasse;99;fast_food;Subway;"Mo-Th 10:00-23:00; Fr-Sa 10:00-02:00; Su 10:00-22:00";sandwich
345591601;node;47.372152;8.5346291;8001;Talstrasse;82;pub;Paddy Reilly's;"Mo-Th 11:30-24:00; Fr 11:30-04:00; Sa 13:00-04:00; Su 13:00-24:00";
345591780;node;47.3728509;8.5347005;;Löwenstrasse;2;pub;Urban;;
346245377;node;47.3769125;8.5258364;;Langstrasse;63;restaurant;Gotthard;;
352860114;node;47.3603774;8.5164489;;;;fast_food;La Penisola;;italian
357225677;node;47.3728883;8.5280453;8004;Strassburgstrasse;17;fast_food;Oli's Kitchen;;
357225678;node;47.3726372;8.5277578;8004;Werdstrasse;60;fast_food;Charlie's Take Away;;malaysian
357225679;node;47.3726012;8.5273865;8004;Werdstrasse;66;restaurant;Yu-An;"Tu-Fr 11:30-14:30, 18:30-22:30; Sa 18:30-22:30";japanese
357227348;node;47.372245;8.5289743;8004;Strassburgstrasse;5;restaurant;Ristorante Bar Certo;"Mo-Fr 09:00-24:00; Sa 16:00-24:00";italian
357230774;node;47.3732235;8.5237696;8004;Köchlistrasse;6;restaurant;Köchlistube;"Mo-Fr 11:00-14:00,17:00-23:00; Sa 17:00-23:00";regional
358146599;node;47.3716325;8.5363568;8001;Pelikanplatz;;restaurant;Kaufleuten Restaurant;;
360330661;node;47.381874;8.5338089;8005;Konradstrasse;68;restaurant;Uncle 7;Tu-Su 11:30-14:30,17:30-22:30;"chinese;cantonese"
360330662;node;47.3819982;8.5336329;8005;Klingenstrasse;33;restaurant;Vulkan;Mo-Fr 11:30-13:30, Mo-Th 17:30-22:00, Fr 17:30-23:00, Sa 17:30-23:00, Su 17:30-22:00;indian
362799691;node;47.4300978;8.5448481;;;;cafe;Espresso Bar;;
362926817;node;47.3777467;8.5244364;8004;Hohlstrasse;67;restaurant;Restaurant B;;bistro_brasserie
364410129;node;47.3713351;8.5163363;;;;cafe;Plüsch;;
364541200;node;47.3840928;8.5108387;;;;restaurant;Eglihof;;"italian;pizza"
364541889;node;47.3848593;8.5084472;;;;restaurant;Santa Lucia Subito;Mo-Fr 11:30-13:30,17:30-22:00, Sa 17:00-22:00, Su 16:45-21:00;"italian;pizza"
365838427;node;47.3865398;8.5414596;;;;restaurant;Pizzeria Corallo;;"italian;pizza"
365838929;node;47.3861132;8.5452851;;Scheuchzerstrasse;65;restaurant;Kreis 6;;
365892432;node;47.3830272;8.5396636;;;;restaurant;Chuchi am Wasser;"Tu-Fr 10:30-23:00; Sa 11:00-23:00";"cake;coffee_shop"
365918123;node;47.3789264;8.5444684;8001;Weinbergstrasse;26;restaurant;Pizza Pasta Ciao;"Mo-Fr 10:00-14:30,17:30-24:00; Sa 17:30-24:00";italian
370043588;node;47.4242466;8.5251723;;;;restaurant;Restaurant Waidhof;Mo-Su 08:30-23:30;swiss
370522868;node;47.3692373;8.5442407;;Rössligasse;3;pub;Rösslibar;;
370529244;node;47.3715334;8.5457722;;Untere Zäune;15;restaurant;zum Grünen Glas;"Mo-Fr 11:30-14:00,17:30-23:00; Sa 17:30-23:00; PH closed";
370529368;node;47.37272;8.5438402;8001;Niederdorfstrasse;2;restaurant;Piadina Bar;"Mo-Sa 11:30-23:00; Su 15:00-19:00";
370530329;node;47.3708573;8.5432024;8001;Limmatquai;42;restaurant;Haus zum Rüden;"Tu-Fr 11:30-14:00,18:00-23:00; Sa 18:00-23:00; Su,Mo closed";
370531172;node;47.3708655;8.543806;8001;Nägelihof;3;restaurant;Mère Catherine;"Mo-Fr 11:30-15:00, 17:30-23:00; Sa 11:30-23:00; Su closed";french
370657577;node;47.3683702;8.5605979;8032;Römerhofplatz;5;cafe;Le Pain Quotidien;"Mo-Fr 07:30-19:00; Sa-Su 08:00-19:00";breakfast
370809277;node;47.3710439;8.524329;;;;restaurant;Arcade Pizzeria;"Mo-Th 11:00-14:00,18:00-22:00; Fr 11:30-14:00,18:00-23:00; Sa-Su 12:00-14:30,18:00-22:30";pizza
370822481;node;47.3764199;8.5441261;8001;Limmatquai;142;restaurant;Weinstube 1923;"Mo-Fr 11:30-14:00,17:30-22:00; Sa,Su off";
370822646;node;47.3763302;8.5440373;8001;Niederdorfstrasse;90;cafe;Schurter;"Mo-Fr 07:00-19:00; Sa 09:00-17:00";
370834132;node;47.3760133;8.5441095;;;;restaurant;La Pasta;Mo-Sa 17:30-18:00+;
370834151;node;47.3760644;8.5440933;;;;fast_food;Chopstick express;;chinese
370834408;node;47.3759873;8.5439456;;Niederdorfstrasse;71;fast_food;Central Geylan Kebap Haus;Mo-Su 10:00-23:00;kebab
370834754;node;47.3756656;8.5441177;8001;Niederdorfstrasse;68;restaurant;N-68;"Mo-Tu 11:00-23:30; We-Th 11:00-24:00; Fr 11:00-02:00; Sa 11:30-02:00; Su 12:00-22:00";
370835059;node;47.3754942;8.544079;8001;Niederdorfstrasse;64;pub;5. Akt;"Tu-Th 16:00-24:00; Fr-Sa 16:00-02:00";
370835262;node;47.3754161;8.5440085;8001;Niederdorfstrasse;60;restaurant;Rank;;
370835686;node;47.3753239;8.5438222;;;;fast_food;1001 Take Away;;kebab
370835901;node;47.3751577;8.5439328;8001;Niederdorfstrasse;52;pub;Big Ben Pub;;
370836433;node;47.3748977;8.5437335;;Niederdorfstrasse;37;restaurant;Tasca Romero;;
370836904;node;47.374669;8.5439064;;;;pub;Cana Bar;;
370837196;node;47.3746589;8.5437374;;;;restaurant;Osteria Borgo;;
370837926;node;47.3739626;8.5434685;;;;fast_food;Long Wai;"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00";"asian;chinese"
370838542;node;47.3739069;8.543775;;;;pub;Züri Bar;"Mo-Th 17:00-24:00; Fr,Sa 17:00-02:00";
370838914;node;47.3736974;8.5436412;;Niederdorfstrasse;19;restaurant;Steakhouse Old Town;;steak_house
370839377;node;47.3734874;8.5436348;8001;Niederdorfstrasse;15;restaurant;Vallocaia;Mo-Su 11:30-23:30;italian
370840367;node;47.3730001;8.5438598;8001;Niederdorfstrasse;10;restaurant;Brasserie Louis;"Su-Th 11:30-23:00; Fr-Sa 11:30-24:00";
370840457;node;47.372907;8.543858;8001;Niederdorfstrasse;10;fast_food;Louis Take Away;"Mo-We 11:30-24:00; Th 11:30-01:00; Fr-Sa 11:30-02:00; Su 11:30-23:00";
370840562;node;47.3729061;8.5436598;8001;Niederdorfstrasse;5;restaurant;Spaghetti Factory;"Mo-Th 11:30-23:00; Fr-Sa 11:30-25:00; Su 11:30-22:30";pasta
370840605;node;47.3729877;8.5436586;8001;Niederdorfstrasse;7;restaurant;Trattoria Sempre;"11:30-23:00; Fr,Sa 11:30-23:30";italian
370840986;node;47.3723302;8.5435067;;;;pub;Edi's Weinstube;;
370841402;node;47.3723807;8.5439299;;;;restaurant;Raclette Factory;"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-22:00";
370841763;node;47.3721304;8.5437352;8001;Marktgasse;19;restaurant;Rheinfelder Bierhaus;Mo-Su 09:00-24:00;regional
370842080;node;47.3718184;8.5436362;;;;fast_food;saftlade.ch;"Mo-Sa 08:00-18:00; Su 10:00-17:00; PH closed";
370843225;node;47.3716838;8.543906;;;;pub;BarMünster;;
370843777;node;47.3714893;8.5443699;8001;Napfgasse;4;cafe;Café & Conditorei 1842;Mo-Su 09:00-19:00;cake
370844142;node;47.371352;8.5446469;;Obere Zäune;17;restaurant;Restaurant Schlauch;Tu-Sa 10:00-00:00;
370844160;node;47.3712636;8.5443044;;;;cafe;Andorra;"Mo-Th,Su 17:00-25:00; Fr-Sa 14:00-28:00";
370844293;node;47.3712211;8.5441611;;Münstergasse;15;restaurant;Bodega Española;;spanish
372762306;node;47.3405767;8.5381016;;;;restaurant;Wöschi;;
373497533;node;47.4190936;8.5473401;;;;restaurant;Nationalhof;;lebanese
373502518;node;47.4195084;8.5439267;;Bahnhaldenstrasse;32;restaurant;Blue Pizza Sunneberg;;
378321240;node;47.358483;8.5229939;8045;Kalanderplatz;9;restaurant;Vapiano;"Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 11:00-22:00";italian
378321256;node;47.3585224;8.5233652;8045;Kalanderplatz;10;restaurant;Hong-Kong Food Paradise;Mo-Sa 10:30-22:30;chinese
378321336;node;47.3580035;8.5228082;8045;Kalanderplatz;3;fast_food;McDonald's;"Su-Th 10:00-23:15; Fr-Sa 10:00-01:00";burger
385208811;node;47.3886695;8.5191166;8005;Schiffbaustrasse;4;restaurant;LaSalle;Mo-Tu 11:00-24:00, We-Th 11:00-01:00, Fr 11:00-02:00, Sa 17:00-02:00, Su 17:00-24:00;regional
386002566;node;47.4004328;8.5036259;8049;Limmattalstrasse;130;fast_food;Del Sole Pizzakurier;Mo 17:00-22:30, Tu-Fr 11:00-22:30, Sa 17:00-23:30, Su 15:00-22:30;pizza
387496840;node;47.3786937;8.5065553;8003;Brahmsstrasse;22;restaurant;Paprika;Mo-Fr 09:00-16:00;
387612083;node;47.380803;8.5257086;;Schöneggplatz;9;cafe;Piccolo Giardino;;
387909747;node;47.3912249;8.5359972;8037;Kornhausstrasse;57;cafe;Kafischnaps;"Mo-Th 08:00-24:00; Fr 08:00-25:00; Sa 09:00-25:00; Su 09:00-24:00";
388054142;node;47.4085258;8.5464126;8050;Schaffhauserstrasse;335;restaurant;Sternen;Mo-Fr 11:30-24:00;
390465118;node;47.3708935;8.5233527;8003;Seebahnstrasse;33;restaurant;Restaurant Bahnhof Wiedikon;"Mo-Sa 08:00-23:30; Su 09:00-23:30";"regional;swiss"
411045930;node;47.402393;8.5526404;;;;fast_food;La Fammy;"Mo-Fr 11:00-14:00,17:00-23:00; Sa 11:00-23:00";pizza
418745367;node;47.4082566;8.506734;;;;cafe;Alumni Lounge;Mo-Fr 08:00-20:00;
418745368;node;47.4077482;8.5078578;;;;restaurant;Fusion meal & coffee;;
419866110;node;47.4119577;8.5410497;8050;Emil-Oprecht-Strasse;1;fast_food;not guilty;Mo-Fr 07:00-15:00;sandwich
432883512;node;47.3893649;8.5297423;;;;cafe;Bar & Kiosk Flussbad Unterer Letten;;
440814823;node;47.4230913;8.4997624;;;;cafe;Café Ofenhalle;;
442522931;node;47.3662927;8.5477565;8001;Stadelhoferplatz;1;cafe;Bistro Park Stadelhofen;"Mar-Oct: Mo-Su 11:00-24:00 ""bei schönem Wetter""";sandwich
444463631;node;47.3840954;8.5309614;8005;Langstrasse;237;pub;Matahari Bar;Tu,We 17:00-02:00, Fr 17:00-04:00, Sa 19:00-04:00, Th 17:00-03:00;
446784538;node;47.3821979;8.5317241;8005;Josefstrasse;;restaurant;LA Brea SoCal Tacos;"Mo-Th 18:00-22:00; Sa 10:00-14:00,17:30-22:30; Su 10:00-14:00";"tacos;mexican"
446784539;node;47.382624;8.5312467;;Josefstrasse;77;restaurant;Spicy Box;;
448855246;node;47.3734574;8.5449046;8001;Brunngasse;17;restaurant;Corazón;"Mo-Th 09:00-24:00; Fr 09:00-01:30, Sa 10:00-01:30, Su 12:00-22:00";
451727063;node;47.3887272;8.5213785;8005;Heinrichstrasse;267;restaurant;Nooch Asian Kitchen;"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 12:00-24:00; Su 12:00-23:00";"asian;sushi"
451727066;node;47.3884825;8.5211173;8005;Heinrichstrasse;267;restaurant;Brauerei Steinfels;"Mo-Th 11:00-24:00; Fr 11:00-01:00, Sa 13:00-01:00, Su 13:00-23:00";burger
451727077;node;47.3844648;8.5278368;8005;;;restaurant;Tibetasia;"Mo-Fr 11:30-14:00, 18:00-23:00; Sa 18:00-23:00; Su 17:30-22:00";"asian;tibetan"
457133481;node;47.4107127;8.5432363;8050;Hofwiesenstrasse;350-354;fast_food;McDonald's;"Mo-Th 07:00-01:00; Fr-Sa 07:00-05:00; Su 08:00-24:00";burger
460432599;node;47.3581573;8.5225902;8045;Kalanderplatz;6;restaurant;Rüsterei Grill;"Mo-Fr 12:00-14:00, 18:00-24:00; Sa 18:00-24:00; Su 10:00-14:30";international
465277329;node;47.3863612;8.5280176;8005;Fabrikstrasse;23;pub;St. Joseph's Pub;"Mo-Th 16:00-24:00; Fr 11:00-01:00; Sa 17:00-01:00";
465284517;node;47.3870499;8.5299899;8005;Limmatstrasse;186;cafe;Bistro Limmat;Mo-Su 09:30-17:00;
465612622;node;47.384599;8.5275777;8005;;;restaurant;Damas;Mo-Su 10:00-24:00;arab
469315522;node;47.3720798;8.5270244;;;;restaurant;Werd;Mo-Fr 07:00-17:00;
469363100;node;47.3731595;8.5261099;;;;restaurant;Paneolio;;italian
469984901;node;47.3729919;8.5327533;8001;Sihlstrasse;97;restaurant;Saigon;"Mo-Fr 10:00-23:00; Sa 11:00-23:00";
470220209;node;47.3836276;8.5287302;8005;;;restaurant;Eisenhof;"Mo-Fr 09:00-24:00; Sa 18:00-24:00";
473445115;node;47.3674528;8.544578;8001;Bellevueplatz;5;cafe;Felix;"Mo-Th 09:00-21:00; Fr,Sa 09:00-23:00; Su 09:00-21:00";
475991816;node;47.3761362;8.5338456;8004;Kasernenstrasse;77a;restaurant;Cucina;"Mo-Fr 08:00-23:00; Sa 10:00-23:00; Su 11:00-23:00";"italian;pizza"
476981326;node;47.3885734;8.4847702;8048;Herrligstrasse;39;restaurant;Roter Stein;;
480274061;node;47.39337;8.5294371;8037;Dammstrasse;58;restaurant;Nordbrücke;"Mo-Th 08:00-01:00; Fr 08:00-02:00; Sa 09:00-02:00; Su 09:00-24:00";
